RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,45522,Christiaan Bezuidenhout,26.00,26,1
1,21,37455,Si Woo Kim,26.00,26,1
1,0,46046,Scottie Scheffler,26.00,26,1
1,0,49960,Sepp Straka,26.00,26,1
1,0,37189,Harold Varner III,26.00,26,1
6,0,30925,Dustin Johnson,27.00,27,1
6,0,25396,Kevin Na,27.00,27,1
6,0,26331,Charl Schwartzel,27.00,27,1
6,0,33448,Justin Thomas,27.00,27,1
10,0,40026,Daniel Berger,28.00,28,1
10,0,46402,Talor Gooch,28.00,28,1
10,0,39977,Max Homa,28.00,28,1
10,0,29478,Kevin Kisner,28.00,28,1
10,0,32839,Hideki Matsuyama,28.00,28,1
10,0,20396,Lee Westwood,28.00,28,1
10,0,08793,Tiger Woods,28.00,28,1
17,0,45157,Cam Davis,29.00,29,1
17,0,34098,Russell Henley,29.00,29,1
17,0,46717,Viktor Hovland,29.00,29,1
17,0,39971,Sungjae Im,29.00,29,1
17,0,30944,Jason Kokrak,29.00,29,1
17,0,33204,Shane Lowry,29.00,29,1
17,27,52215,Robert MacIntyre,29.00,29,1
17,0,50525,Collin Morikawa,29.00,29,1
17,0,45486,Joaquin Niemann,29.00,29,1
17,0,34360,Patrick Reed,29.00,29,1
17,0,29221,Webb Simpson,29.00,29,1
17,18,39324,J.J. Spaun,29.00,29,1
17,0,47483,Will Zalatoris,29.00,29,1
30,14,39997,Corey Conners,30.00,30,1
30,0,30911,Tommy Fleetwood,30.00,30,1
30,0,46970,Jon Rahm,30.00,30,1
30,0,24502,Adam Scott,30.00,30,1
34,0,35450,Patrick Cantlay,31.00,31,1
34,-12,29725,Tony Finau,31.00,31,1
34,0,21209,Sergio Garcia,31.00,31,1
34,-22,25900,Lucas Glover,31.00,31,1
34,0,35532,Tom Hoge,31.00,31,1
34,0,29420,Billy Horschel,31.00,31,1
34,0,37378,Min Woo Lee,31.00,31,1
34,0,26851,Marc Leishman,31.00,31,1
34,0,28237,Rory McIlroy,31.00,31,1
34,0,28252,Seamus Power,31.00,31,1
34,0,35891,Cameron Smith,31.00,31,1
34,10,34264,Hudson Swafford,31.00,31,1
34,0,25804,Bubba Watson,31.00,31,1
34,0,32139,Danny Willett,31.00,31,1
48,0,34363,Tyrrell Hatton,32.00,32,1
48,0,33597,Harry Higgs,32.00,32,1
50,0,52372,Cameron Champ,33.00,33,1
50,0,40098,Matt Fitzpatrick,33.00,33,1
50,0,35506,Mackenzie Hughes,33.00,33,1