PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,BIRDIE_TO_BOGEY_RATIO,AVG_TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCORING_AVERAGE,SCRAMBLING_PERCENTAGE,AVG_THREE_PUTTS_PER_ROUND,AVG_PUTTS_PER_ROUND
46046,Scottie Scheffler,2024 The Sentry,74.43%,2.36,310.3,62.09%,68.26,64.94%,0.35,29.09
58696,Peter Kuest,2024 The Sentry,73.79%,2.07,321.7,61.27%,69.07,61.75%,0.54,29.17
52955,Ludvig Åberg,2024 The Sentry,73.33%,2.27,317.1,65.47%,68.32,60.83%,0.36,28.7
45242,Kevin Yu,2024 The Sentry,72.61%,1.58,311.3,61.50%,69.59,54.00%,0.65,29.82
33122,Russell Knox,2024 The Sentry,71.69%,1.4,285.3,62.70%,70.4,58.00%,0.5,30.03
52375,Doug Ghim,2024 The Sentry,71.51%,1.67,297.7,67.85%,69.86,63.52%,0.57,29.58
50525,Collin Morikawa,2024 The Sentry,70.99%,1.71,296.2,68.03%,69.23,59.81%,0.49,29.01
56762,Will Gordon,2024 The Sentry,70.82%,1.41,311.4,61.57%,70.14,52.14%,0.51,29.64
45609,Tyler Duncan,2024 The Sentry,70.80%,1.45,298.8,67.43%,70.07,57.09%,0.59,29.5
27129,Luke List,2024 The Sentry,70.78%,1.43,311.3,54.47%,70.17,55.13%,0.59,29.71
56630,Akshay Bhatia,2024 The Sentry,70.63%,1.7,304.9,63.93%,69.48,59.01%,0.56,29.27
39324,J.J. Spaun,2024 The Sentry,70.53%,1.71,298.8,63.69%,69.58,65.99%,0.54,29.24
29908,C.T. Pan,2024 The Sentry,70.51%,1.44,296.6,61.45%,69.74,59.51%,0.59,29.44
25900,Lucas Glover,2024 The Sentry,70.50%,1.64,294.9,68.86%,69.89,62.71%,0.67,29.18
46970,Jon Rahm,2024 The Sentry,70.50%,1.89,314.0,57.68%,68.82,61.54%,0.51,28.54
36799,Stephan Jaeger,2024 The Sentry,70.49%,1.75,306.1,57.86%,69.36,62.35%,0.48,29.09
29535,Brice Garnett,2024 The Sentry,70.48%,1.47,288.7,64.61%,70.42,59.08%,0.48,29.4
54783,Dylan Wu,2024 The Sentry,70.39%,1.59,298.2,60.45%,69.82,59.65%,0.49,29.32
39997,Corey Conners,2024 The Sentry,70.22%,1.52,300.6,61.40%,69.72,57.48%,0.45,29.42
53165,Doc Redman,2024 The Sentry,69.94%,1.21,293.5,62.21%,70.69,53.32%,0.69,29.82
35450,Patrick Cantlay,2024 The Sentry,69.75%,1.99,308.6,65.51%,68.83,63.27%,0.39,28.46
28775,Nate Lashley,2024 The Sentry,69.73%,1.63,297.4,60.72%,69.82,58.49%,0.33,29.1
34256,Andrew Putnam,2024 The Sentry,69.72%,1.64,284.7,64.45%,69.6,64.46%,0.37,29.05
49453,Trevor Cone,2024 The Sentry,69.65%,1.27,314.0,53.63%,70.95,55.58%,0.77,29.96
27936,Martin Laird,2024 The Sentry,69.63%,1.42,292.4,65.79%,70.36,58.63%,0.65,29.57
46414,Aaron Rai,2024 The Sentry,69.63%,1.49,294.1,68.72%,69.76,60.28%,0.51,29.29
52513,Carson Young,2024 The Sentry,69.58%,1.44,295.6,65.58%,70.19,57.56%,0.42,29.22
40250,Taylor Pendrith,2024 The Sentry,69.53%,1.47,310.4,55.62%,70.35,58.01%,0.37,29.55
34098,Russell Henley,2024 The Sentry,69.51%,1.72,290.9,72.57%,69.31,63.99%,0.43,28.81
55182,Tom Kim,2024 The Sentry,69.51%,1.79,297.6,67.49%,69.17,61.54%,0.42,28.7
36871,Matt NeSmith,2024 The Sentry,69.47%,1.3,297.1,62.27%,70.25,57.17%,0.58,29.65
26596,Ryan Moore,2024 The Sentry,69.41%,1.72,287.0,70.15%,69.82,63.89%,0.37,28.83
22056,Cameron Percy,2024 The Sentry,69.40%,1.4,289.3,63.45%,70.49,63.14%,0.61,29.58
58168,Davis Thompson,2024 The Sentry,69.39%,1.54,310.3,60.39%,69.99,58.60%,0.44,29.1
46340,Alex Smalley,2024 The Sentry,69.35%,1.54,303.0,58.84%,69.9,61.81%,0.52,29.32
52372,Cameron Champ,2024 The Sentry,69.30%,1.28,317.9,59.93%,70.64,52.90%,0.56,29.92
34563,Chesson Hadley,2024 The Sentry,69.27%,1.66,299.3,58.25%,69.87,60.19%,0.45,28.99
51890,Greyson Sigg,2024 The Sentry,69.26%,1.58,295.8,61.43%,69.79,61.79%,0.35,29.07
32816,Satoshi Kodaira,2024 The Sentry,69.14%,1.55,287.1,71.00%,70.14,65.43%,0.79,29.03
29725,Tony Finau,2024 The Sentry,69.11%,1.62,304.2,60.70%,69.52,61.24%,0.56,29.14
47988,Nick Hardy,2024 The Sentry,69.11%,1.47,309.2,57.28%,69.96,57.32%,0.45,29.1
30163,Henrik Norlander,2024 The Sentry,69.11%,1.4,292.3,62.10%,70.48,62.85%,0.54,29.59
19803,Ryan Armour,2024 The Sentry,69.08%,1.29,283.6,71.10%,70.67,56.64%,0.42,29.52
51070,Vincent Norrman,2024 The Sentry,69.02%,1.46,314.2,57.85%,69.96,57.59%,0.62,29.39
57366,Cameron Young,2024 The Sentry,68.99%,1.59,315.7,59.05%,69.86,57.29%,0.48,29.1
52453,Nicolai Hojgaard,2024 The Sentry,68.96%,1.48,317.7,50.16%,69.8,53.31%,0.33,28.7
49771,J.T. Poston,2024 The Sentry,68.83%,1.54,297.0,60.47%,69.63,58.65%,0.39,28.78
27963,Chris Stroud,2024 The Sentry,68.71%,1.39,289.2,60.25%,70.49,62.31%,0.54,29.3
31577,Tano Goya,2024 The Sentry,68.70%,1.56,303.1,61.55%,70.14,61.34%,0.72,29.28
55708,Hayden Buckley,2024 The Sentry,68.65%,1.27,304.4,65.09%,70.3,56.33%,0.52,29.32
52374,Brandon Wu,2024 The Sentry,68.65%,1.49,295.7,61.64%,69.78,57.63%,0.43,28.91
25686,Jason Dufner,2024 The Sentry,68.62%,1.25,299.1,58.02%,70.95,57.59%,0.73,29.67
49298,Kramer Hickok,2024 The Sentry,68.61%,1.38,296.7,63.44%,70.44,63.69%,0.61,29.36
32791,K.H. Lee,2024 The Sentry,68.59%,1.46,300.7,59.57%,69.99,59.50%,0.43,29.09
48867,Matti Schmid,2024 The Sentry,68.57%,1.38,314.1,59.93%,70.58,54.36%,0.54,29.53
35310,Lanto Griffin,2024 The Sentry,68.52%,1.29,302.3,63.65%,70.84,60.37%,0.58,29.51
26476,Chez Reavie,2024 The Sentry,68.52%,1.27,288.4,65.80%,70.82,58.09%,0.54,29.57
36724,Augusto Núñez,2024 The Sentry,68.50%,1.29,310.0,56.38%,70.84,61.00%,0.74,29.89
39335,Kevin Roy,2024 The Sentry,68.49%,1.4,303.4,58.37%,70.49,58.00%,0.61,29.57
48081,Xander Schauffele,2024 The Sentry,68.45%,1.77,304.1,57.46%,69.07,63.04%,0.42,28.44
51414,Brent Grant,2024 The Sentry,68.39%,1.16,311.2,63.62%,71.13,50.84%,0.83,30.19
12716,Charley Hoffman,2024 The Sentry,68.38%,1.41,306.1,55.67%,70.3,59.87%,0.46,29.59
40006,Erik van Rooyen,2024 The Sentry,68.38%,1.35,304.9,58.06%,70.36,53.15%,0.55,29.21
34255,Joseph Bramlett,2024 The Sentry,68.33%,1.48,312.4,51.86%,70.0,59.65%,0.51,29.16
32448,James Hahn,2024 The Sentry,68.33%,1.22,298.9,64.63%,70.88,53.51%,0.44,29.68
49960,Sepp Straka,2024 The Sentry,68.24%,1.35,299.5,64.49%,70.23,54.75%,0.41,29.02
33413,Ben Martin,2024 The Sentry,68.23%,1.48,293.9,62.49%,70.13,58.91%,0.46,28.92
36801,Mark Hubbard,2024 The Sentry,68.20%,1.51,292.6,61.23%,69.93,60.99%,0.42,28.85
46717,Viktor Hovland,2024 The Sentry,68.18%,1.82,307.6,63.70%,68.92,62.10%,0.43,28.24
39975,Michael Kim,2024 The Sentry,68.16%,1.38,305.0,58.61%,70.19,60.61%,0.43,29.14
32102,Rickie Fowler,2024 The Sentry,68.11%,1.66,308.1,58.51%,69.38,61.52%,0.43,28.52
32366,Kevin Chappell,2024 The Sentry,68.06%,1.36,302.0,55.44%,70.48,58.07%,0.39,29.32
31646,Emiliano Grillo,2024 The Sentry,67.99%,1.43,301.3,61.35%,70.13,58.37%,0.4,28.95
40115,Adam Svensson,2024 The Sentry,67.94%,1.57,296.2,63.78%,69.73,62.50%,0.48,28.9
31323,Gary Woodland,2024 The Sentry,67.94%,1.19,313.8,58.23%,70.69,56.58%,0.75,29.83
23320,Ryan Palmer,2024 The Sentry,67.93%,1.42,301.2,61.92%,70.22,57.24%,0.51,29.19
32333,Kevin Tway,2024 The Sentry,67.93%,1.31,308.1,52.59%,70.32,59.86%,0.53,29.52
23108,Matt Kuchar,2024 The Sentry,67.89%,1.75,294.4,63.29%,69.65,66.16%,0.36,28.48
28237,Rory McIlroy,2024 The Sentry,67.88%,1.78,326.3,53.25%,68.92,61.35%,0.28,28.38
45157,Cam Davis,2024 The Sentry,67.77%,1.51,311.0,55.39%,69.6,61.36%,0.6,28.97
51766,Wyndham Clark,2024 The Sentry,67.76%,1.69,313.5,54.91%,69.4,61.99%,0.4,28.4
47347,Adam Schenk,2024 The Sentry,67.74%,1.42,305.6,55.25%,69.94,61.65%,0.47,29.21
39546,Keith Mitchell,2024 The Sentry,67.73%,1.41,313.7,63.32%,70.19,58.42%,0.51,28.94
48699,Callum Tarren,2024 The Sentry,67.68%,1.35,312.0,50.69%,70.59,56.08%,0.4,29.29
27644,Brian Harman,2024 The Sentry,67.62%,1.85,293.6,66.82%,69.28,67.34%,0.31,28.43
33399,Adam Hadwin,2024 The Sentry,67.61%,1.6,295.7,63.38%,69.81,61.99%,0.32,28.6
37338,Zecheng Dou,2024 The Sentry,67.58%,1.32,302.6,54.49%,70.51,56.36%,0.56,29.23
49766,Hank Lebioda,2024 The Sentry,67.58%,1.12,297.6,58.68%,71.49,58.71%,0.61,29.79
39954,Cody Gribble,2024 The Sentry,67.54%,1.41,299.9,60.51%,70.46,60.64%,0.64,29.34
36326,David Lipsky,2024 The Sentry,67.48%,1.26,292.7,63.25%,70.48,56.22%,0.55,29.44
31557,Jim Herman,2024 The Sentry,67.46%,0.99,290.0,65.92%,71.53,54.10%,0.73,30.19
55893,Sam Stevens,2024 The Sentry,67.45%,1.34,310.6,55.75%,70.33,57.65%,0.45,29.16
35532,Tom Hoge,2024 The Sentry,67.36%,1.54,295.9,59.17%,69.9,58.10%,0.39,28.63
57362,Austin Eckroat,2024 The Sentry,67.35%,1.48,301.1,64.32%,69.91,62.15%,0.47,29.02
55454,Carl Yuan,2024 The Sentry,67.26%,1.34,306.8,54.33%,70.45,55.56%,0.64,29.11
27974,Sung Kang,2024 The Sentry,67.23%,1.24,289.0,52.11%,71.22,53.98%,0.33,29.14
34076,Joel Dahmen,2024 The Sentry,67.09%,1.23,296.1,63.12%,70.57,58.17%,0.55,29.3
51997,Andrew Novak,2024 The Sentry,67.08%,1.47,299.7,58.44%,70.12,63.23%,0.44,28.94
33141,Keegan Bradley,2024 The Sentry,67.07%,1.5,305.6,58.49%,69.8,57.00%,0.32,28.82
39067,MJ Daffue,2024 The Sentry,66.99%,1.39,310.5,58.46%,70.49,57.68%,0.61,29.24
35879,Kelly Kraft,2024 The Sentry,66.98%,1.34,287.3,66.69%,70.49,58.88%,0.38,28.92
47993,Denny McCarthy,2024 The Sentry,66.94%,1.63,295.5,61.50%,69.42,65.04%,0.43,28.33
54591,Ben Griffin,2024 The Sentry,66.90%,1.59,300.1,56.03%,69.57,62.06%,0.45,28.45
54421,Garrick Higgo,2024 The Sentry,66.88%,1.42,310.8,57.26%,70.41,58.47%,0.5,29.01
35461,Beau Hossler,2024 The Sentry,66.87%,1.61,305.3,57.65%,69.72,62.35%,0.32,28.31
39977,Max Homa,2024 The Sentry,66.86%,1.87,304.8,60.15%,69.2,64.52%,0.37,28.12
32839,Hideki Matsuyama,2024 The Sentry,66.86%,1.56,297.2,59.52%,69.94,63.78%,0.47,28.77
47983,Chad Ramey,2024 The Sentry,66.83%,1.38,294.3,60.89%,70.42,59.54%,0.49,28.82
37275,Sam Ryder,2024 The Sentry,66.77%,1.62,294.3,57.08%,69.76,60.39%,0.35,28.3
28089,Jason Day,2024 The Sentry,66.74%,1.69,304.2,61.67%,69.64,63.88%,0.29,28.38
30926,Chris Kirk,2024 The Sentry,66.67%,1.53,296.4,61.35%,69.88,62.50%,0.3,28.65
32757,Patton Kizzire,2024 The Sentry,66.67%,1.46,300.8,57.94%,70.21,59.17%,0.42,28.91
29289,S.Y. Noh,2024 The Sentry,66.67%,1.39,303.7,52.59%,70.59,57.60%,0.4,29.0
27214,Kevin Streelman,2024 The Sentry,66.61%,1.19,297.3,59.83%,70.74,58.93%,0.56,29.41
40162,Justin Lower,2024 The Sentry,66.56%,1.45,294.2,59.37%,70.28,60.06%,0.46,28.49
24140,Sean O'Hair,2024 The Sentry,66.56%,1.43,293.3,62.38%,70.6,63.58%,0.63,28.75
34431,Robert Streb,2024 The Sentry,66.53%,1.27,297.6,56.98%,70.64,59.84%,0.48,29.2
52411,Kyle Westmoreland,2024 The Sentry,66.46%,1.11,313.5,47.59%,71.24,54.51%,0.7,29.85
40058,Zac Blair,2024 The Sentry,66.45%,1.3,281.6,68.12%,70.22,58.60%,0.5,28.91
39971,Sungjae Im,2024 The Sentry,66.45%,1.64,299.3,62.98%,69.4,62.58%,0.4,28.51
50095,Austin Smotherman,2024 The Sentry,66.44%,1.37,300.4,62.55%,70.39,58.11%,0.58,29.03
57975,Harry Hall,2024 The Sentry,66.39%,1.5,299.8,54.00%,69.95,59.64%,0.38,28.53
27554,Scott Harrington,2024 The Sentry,66.39%,1.23,308.1,52.74%,71.05,54.96%,0.64,29.41
34363,Tyrrell Hatton,2024 The Sentry,66.38%,1.67,306.5,59.41%,69.45,63.98%,0.37,28.33
50493,Justin Suh,2024 The Sentry,66.33%,1.41,299.4,63.35%,70.13,55.86%,0.39,28.68
35449,Adam Long,2024 The Sentry,66.32%,1.39,290.9,67.28%,70.4,60.58%,0.41,28.65
33204,Shane Lowry,2024 The Sentry,66.31%,1.22,303.8,64.00%,70.44,56.65%,0.39,29.18
47079,Harrison Endycott,2024 The Sentry,66.23%,1.29,293.2,62.37%,70.66,60.81%,0.57,28.98
30927,Brendon Todd,2024 The Sentry,66.19%,1.73,282.0,67.92%,69.63,65.40%,0.33,28.12
27349,Alex Noren,2024 The Sentry,66.18%,1.45,300.2,54.95%,70.04,62.68%,0.35,28.61
20229,Stewart Cink,2024 The Sentry,66.04%,1.33,305.5,52.70%,70.51,58.49%,0.41,28.93
47995,Davis Riley,2024 The Sentry,66.01%,1.23,305.9,58.92%,70.5,54.65%,0.56,29.0
30692,Scott Stallings,2024 The Sentry,65.94%,1.19,301.1,56.36%,70.86,60.19%,0.68,29.49
47591,Eric Cole,2024 The Sentry,65.92%,1.82,299.0,54.27%,69.13,63.39%,0.27,27.75
37455,Si Woo Kim,2024 The Sentry,65.89%,1.48,296.9,67.80%,69.91,63.52%,0.44,28.57
22405,Justin Rose,2024 The Sentry,65.85%,1.51,295.2,62.67%,69.71,61.96%,0.49,28.22
31202,William McGirt,2024 The Sentry,65.83%,1.41,280.0,65.72%,70.58,63.19%,0.34,28.74
24024,Zach Johnson,2024 The Sentry,65.77%,1.13,290.1,65.86%,70.96,59.67%,0.4,29.13
24502,Adam Scott,2024 The Sentry,65.77%,1.51,313.0,53.27%,69.81,57.28%,0.32,28.4
22371,Aaron Baddeley,2024 The Sentry,65.76%,1.65,284.5,57.25%,69.76,65.11%,0.24,28.15
51349,Nico Echavarria,2024 The Sentry,65.74%,1.24,299.4,59.67%,70.82,58.00%,0.33,29.17
33448,Justin Thomas,2024 The Sentry,65.74%,1.33,308.5,55.19%,70.38,58.78%,0.74,28.96
36699,Patrick Rodgers,2024 The Sentry,65.63%,1.4,308.8,54.05%,69.97,61.97%,0.38,28.66
35506,Mackenzie Hughes,2024 The Sentry,65.61%,1.42,299.5,55.35%,70.16,61.34%,0.37,28.57
34610,Matthias Schwab,2024 The Sentry,65.59%,1.17,294.0,61.53%,70.95,58.93%,0.51,29.27
25493,Nick Taylor,2024 The Sentry,65.59%,1.46,293.7,58.49%,69.85,60.42%,0.38,28.28
54628,Lee Hodges,2024 The Sentry,65.52%,1.26,300.3,60.14%,70.33,60.84%,0.46,28.94
46441,Robby Shelton,2024 The Sentry,65.49%,1.38,294.1,59.11%,70.3,60.53%,0.38,28.76
28252,Seamus Power,2024 The Sentry,65.45%,1.4,300.0,58.75%,70.29,58.04%,0.33,28.5
32640,Troy Merritt,2024 The Sentry,65.28%,1.26,293.4,65.83%,70.66,60.87%,0.68,29.03
33653,Thomas Detry,2024 The Sentry,65.21%,1.55,307.7,57.81%,69.94,62.74%,0.37,28.33
24925,Jonathan Byrd,2024 The Sentry,65.19%,1.34,289.3,61.29%,70.78,65.69%,0.53,28.8
35617,Martin Trainer,2024 The Sentry,65.17%,1.29,302.2,56.41%,71.0,57.72%,0.62,29.05
46435,Austin Cook,2024 The Sentry,65.16%,1.39,282.3,65.28%,70.65,64.92%,0.59,28.55
25818,Scott Piercy,2024 The Sentry,65.15%,1.44,293.3,60.32%,70.16,61.84%,0.53,28.56
40098,Matt Fitzpatrick,2024 The Sentry,65.14%,1.55,304.1,56.61%,69.96,64.63%,0.36,28.22
45522,Christiaan Bezuidenhout,2024 The Sentry,65.11%,1.42,291.4,61.45%,70.13,63.15%,0.29,28.53
59018,Ryan Gerard,2024 The Sentry,65.05%,1.25,297.7,58.95%,70.71,56.92%,0.68,28.92
51634,Sahith Theegala,2024 The Sentry,64.94%,1.5,304.9,52.85%,69.9,59.04%,0.34,28.04
48084,Wesley Bryan,2024 The Sentry,64.93%,1.38,299.6,53.96%,70.81,62.05%,0.67,28.63
35901,Paul Haley II,2024 The Sentry,64.79%,1.09,284.1,65.75%,71.22,57.63%,0.62,29.14
48119,Ben Taylor,2024 The Sentry,64.78%,1.16,304.1,50.44%,70.87,56.25%,0.47,29.0
33597,Harry Higgs,2024 The Sentry,64.68%,1.31,301.6,53.87%,70.89,57.12%,0.35,28.32
48887,Matt Wallace,2024 The Sentry,64.62%,1.18,302.7,54.84%,70.74,60.00%,0.61,29.02
34099,Harris English,2024 The Sentry,64.60%,1.34,297.3,62.07%,70.1,63.92%,0.43,28.58
30911,Tommy Fleetwood,2024 The Sentry,64.56%,1.63,302.3,61.82%,69.35,65.47%,0.34,28.07
28420,Ryan Brehm,2024 The Sentry,64.53%,1.06,308.1,48.96%,71.55,54.10%,0.6,29.51
51491,Brandon Matthews,2024 The Sentry,64.41%,0.95,321.3,47.38%,72.24,50.53%,0.66,29.71
32662,Michael Gligic,2024 The Sentry,64.16%,0.95,304.6,52.61%,71.75,54.35%,0.51,29.64
49947,Taylor Moore,2024 The Sentry,64.14%,1.31,307.1,55.91%,70.33,61.66%,0.47,28.71
33948,Byeong Hun An,2024 The Sentry,64.13%,1.57,315.6,52.17%,69.74,64.90%,0.42,28.03
58967,Trevor Werbylo,2024 The Sentry,64.12%,1.09,305.7,51.44%,71.35,57.65%,0.48,29.14
25632,Jimmy Walker,2024 The Sentry,64.08%,1.16,307.2,52.31%,70.9,59.71%,0.56,28.9
29420,Billy Horschel,2024 The Sentry,64.06%,1.1,298.5,62.56%,70.89,55.80%,0.47,29.03
34046,Jordan Spieth,2024 The Sentry,64.04%,1.41,303.6,56.83%,70.13,62.88%,0.42,28.31
33410,Andrew Landry,2024 The Sentry,64.03%,1.13,288.4,64.16%,71.39,59.65%,0.48,28.81
33408,Tyson Alexander,2024 The Sentry,63.86%,1.15,299.5,53.30%,71.05,56.96%,0.42,29.01
47504,Sam Burns,2024 The Sentry,63.65%,1.48,311.4,56.61%,70.04,61.89%,0.31,28.15
51950,Max McGreevy,2024 The Sentry,63.59%,1.04,290.2,59.17%,71.58,55.39%,0.5,29.1
46601,Trey Mullinax,2024 The Sentry,63.54%,1.08,311.8,48.89%,71.54,56.87%,0.61,29.17
29221,Webb Simpson,2024 The Sentry,63.45%,1.12,299.6,62.17%,70.96,56.27%,0.54,28.82
27095,Nick Watney,2024 The Sentry,63.45%,0.97,295.8,48.54%,72.04,53.60%,0.54,29.32
50188,S.H. Kim,2024 The Sentry,63.36%,1.43,308.7,56.53%,70.25,64.07%,0.48,28.14
48117,Kurt Kitayama,2024 The Sentry,63.27%,1.16,306.2,51.46%,70.65,59.03%,0.57,28.85
46442,Maverick McNealy,2024 The Sentry,63.14%,1.42,299.9,54.67%,70.03,64.59%,0.27,27.97
55789,Taylor Montgomery,2024 The Sentry,62.96%,1.57,303.8,54.45%,69.75,60.74%,0.34,27.38
34466,Peter Malnati,2024 The Sentry,62.81%,1.26,295.2,51.63%,70.83,60.06%,0.45,28.16
47128,Richy Werenski,2024 The Sentry,62.79%,1.22,300.5,58.38%,71.02,57.01%,0.36,28.46
31560,Brian Stuard,2024 The Sentry,62.40%,1.2,271.5,64.67%,71.15,60.32%,0.29,28.42
39058,Lucas Herbert,2024 The Sentry,62.10%,1.31,304.5,55.83%,70.56,59.81%,0.32,28.23
32139,Danny Willett,2024 The Sentry,61.19%,1.09,292.1,58.03%,71.18,62.39%,0.42,28.66
34409,David Lingmerth,2024 The Sentry,61.05%,1.1,278.5,67.00%,71.14,59.16%,0.39,28.26
29970,Dylan Frittelli,2024 The Sentry,59.62%,0.99,303.2,46.99%,71.81,57.14%,0.45,28.58
