RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,46046,Scottie Scheffler,73.16%,935,1278,-0.37
2,0,27064,Jhonattan Vegas,72.94%,709,972,-0.30
3,0,54576,Patrick Fishburn,72.34%,625,864,-0.27
4,0,32757,Patton Kizzire,72.10%,597,828,-0.30
5,0,46414,Aaron Rai,71.58%,1108,1548,-0.28
6,0,35310,Lanto Griffin,70.73%,662,936,-0.27
7,0,30163,Henrik Norlander,70.71%,560,792,-0.28
8,0,39546,Keith Mitchell,70.61%,877,1242,-0.31
9,0,45242,Kevin Yu,70.57%,724,1026,-0.25
10,0,52375,Doug Ghim,70.51%,825,1170,-0.27
11,0,27139,David Skinns,70.50%,736,1044,-0.28
12,0,39997,Corey Conners,70.31%,1101,1566,-0.30
13,0,34076,Joel Dahmen,70.26%,860,1224,-0.25
14,0,51997,Andrew Novak,70.14%,808,1152,-0.31
15,0,34587,Chan Kim,69.95%,831,1188,-0.29
16,0,51890,Greyson Sigg,69.91%,755,1080,-0.21
17,0,47988,Nick Hardy,69.81%,867,1242,-0.27
17,0,48887,Matt Wallace,69.81%,754,1080,-0.28
19,0,39324,J.J. Spaun,69.67%,765,1098,-0.29
20,0,51696,Rico Hoey,69.63%,752,1080,-0.31
20,0,48081,Xander Schauffele,69.63%,940,1350,-0.34
22,0,39327,Ben Silverman,69.44%,875,1260,-0.28
23,0,40006,Erik van Rooyen,69.32%,836,1206,-0.31
24,0,51287,Ryo Hisatsune,69.28%,823,1188,-0.27
25,0,36871,Matt NeSmith,69.25%,723,1044,-0.24
26,0,47663,Kevin Dougherty,69.10%,597,864,-0.26
27,0,29725,Tony Finau,68.99%,981,1422,-0.30
28,0,40162,Justin Lower,68.96%,931,1350,-0.28
29,0,32333,Kevin Tway,68.94%,546,792,-0.29
30,0,36699,Patrick Rodgers,68.87%,967,1404,-0.29
31,0,55893,Sam Stevens,68.84%,917,1332,-0.28
32,0,46340,Alex Smalley,68.80%,644,936,-0.27
33,0,51349,Nico Echavarria,68.75%,792,1152,-0.29
34,0,26476,Chez Reavie,68.70%,643,936,-0.25
35,0,34256,Andrew Putnam,68.66%,828,1206,-0.26
36,0,32070,Rafael Campos,68.60%,568,828,-0.28
37,0,48319,Tom Whitney,68.44%,616,900,-0.25
38,0,34255,Joseph Bramlett,68.43%,739,1080,-0.27
38,0,52513,Carson Young,68.43%,739,1080,-0.28
40,0,39975,Michael Kim,68.40%,751,1098,-0.30
41,0,40026,Daniel Berger,68.38%,640,936,-0.25
42,0,47679,Victor Perez,68.30%,836,1224,-0.28
43,0,27349,Alex Noren,68.28%,848,1242,-0.27
44,0,51070,Vincent Norrman,68.25%,602,882,-0.19
45,0,48867,Matti Schmid,68.24%,737,1080,-0.29
46,0,36884,Ben Kohles,68.21%,798,1170,-0.25
47,0,54591,Ben Griffin,68.15%,1055,1548,-0.29
48,0,26596,Ryan Moore,68.10%,711,1044,-0.24
49,0,59143,Mac Meissner,68.06%,735,1080,-0.30
50,0,58168,Davis Thompson,68.02%,1004,1476,-0.30
51,0,51634,Sahith Theegala,67.98%,1089,1602,-0.31
52,0,46717,Viktor Hovland,67.84%,696,1026,-0.33
52,0,50484,Hayden Springer,67.84%,635,936,-0.30
54,0,36326,David Lipsky,67.71%,646,954,-0.26
55,0,35461,Beau Hossler,67.69%,792,1170,-0.30
56,0,52955,Ludvig Åberg,67.68%,865,1278,-0.33
57,0,33948,Byeong Hun An,67.63%,913,1350,-0.32
58,0,59836,Pierceson Coody,67.56%,754,1116,-0.31
58,0,33486,Roger Sloan,67.56%,608,900,-0.27
60,0,45609,Tyler Duncan,67.52%,632,936,-0.23
61,0,49960,Sepp Straka,67.48%,911,1350,-0.27
62,0,54783,Dylan Wu,67.47%,753,1116,-0.29
63,0,60004,Jacob Bridgeman,67.36%,679,1008,-0.31
64,0,37275,Sam Ryder,67.35%,691,1026,-0.32
65,0,51977,Max Greyserman,67.31%,836,1242,-0.32
66,0,30911,Tommy Fleetwood,67.29%,860,1278,-0.28
67,0,35532,Tom Hoge,67.28%,1102,1638,-0.32
68,0,29908,C.T. Pan,67.14%,568,846,-0.26
69,0,60067,Joe Highsmith,67.11%,604,900,-0.31
70,0,28252,Seamus Power,67.10%,930,1386,-0.28
71,0,33141,Keegan Bradley,67.09%,954,1422,-0.30
72,0,52372,Cameron Champ,67.05%,531,792,-0.28
73,0,28775,Nate Lashley,67.00%,603,900,-0.26
74,0,33204,Shane Lowry,66.98%,844,1260,-0.30
75,0,27936,Martin Laird,66.88%,626,936,-0.26
76,0,24024,Zach Johnson,66.79%,529,792,-0.25
77,0,27214,Kevin Streelman,66.78%,613,918,-0.28
78,0,25900,Lucas Glover,66.59%,875,1314,-0.29
78,0,32839,Hideki Matsuyama,66.59%,839,1260,-0.29
80,0,59095,Chris Gotterup,66.58%,731,1098,-0.29
81,0,48117,Kurt Kitayama,66.50%,802,1206,-0.29
82,0,27129,Luke List,66.47%,682,1026,-0.29
83,0,29420,Billy Horschel,66.45%,909,1368,-0.30
84,0,36801,Mark Hubbard,66.38%,920,1386,-0.30
85,0,32367,Jorge Campillo,66.35%,621,936,-0.29
85,0,24502,Adam Scott,66.35%,848,1278,-0.31
87,0,52374,Brandon Wu,66.30%,728,1098,-0.28
88,0,40115,Adam Svensson,66.28%,1038,1566,-0.26
89,0,40250,Taylor Pendrith,66.20%,858,1296,-0.34
90,0,57366,Cameron Young,66.19%,965,1458,-0.30
91,0,50493,Justin Suh,66.17%,667,1008,-0.29
92,0,34563,Chesson Hadley,66.13%,619,936,-0.29
93,0,59442,Parker Coody,66.06%,654,990,-0.26
94,0,56630,Akshay Bhatia,66.02%,1022,1548,-0.30
94,0,55182,Tom Kim,66.02%,915,1386,-0.31
94,0,47983,Chad Ramey,66.02%,713,1080,-0.28
97,0,52215,Robert MacIntyre,65.97%,855,1296,-0.30
98,0,48153,Matthieu Pavon,65.96%,748,1134,-0.28
99,0,12716,Charley Hoffman,65.87%,664,1008,-0.31
99,0,34046,Jordan Spieth,65.87%,830,1260,-0.32
101,0,46442,Maverick McNealy,65.83%,865,1314,-0.33
102,0,54421,Garrick Higgo,65.82%,699,1062,-0.30
103,0,55708,Hayden Buckley,65.79%,675,1026,-0.26
104,0,32791,K.H. Lee,65.77%,663,1008,-0.29
105,0,52666,Sami Valimaki,65.74%,568,864,-0.30
106,0,46113,Ryan McCormick,65.70%,544,828,-0.28
106,0,28237,Rory McIlroy,65.70%,816,1242,-0.33
108,0,32640,Troy Merritt,65.65%,709,1080,-0.31
109,0,50497,Adrien Dumont de Chassart,65.58%,661,1008,-0.28
110,0,31646,Emiliano Grillo,65.57%,956,1458,-0.28
111,0,52514,Trace Crowe,65.37%,553,846,-0.33
112,0,57975,Harry Hall,65.36%,753,1152,-0.32
113,0,51766,Wyndham Clark,65.34%,788,1206,-0.37
113,0,47420,Jake Knapp,65.34%,835,1278,-0.30
115,0,27644,Brian Harman,65.33%,976,1494,-0.31
116,0,49947,Taylor Moore,65.29%,952,1458,-0.28
117,0,54628,Lee Hodges,65.22%,857,1314,-0.25
118,0,52453,Nicolai Højgaard,65.11%,668,1026,-0.26
119,0,50525,Collin Morikawa,65.04%,878,1350,-0.34
120,0,30926,Chris Kirk,65.02%,831,1278,-0.29
121,0,34098,Russell Henley,64.99%,854,1314,-0.31
122,0,37455,Si Woo Kim,64.86%,969,1494,-0.30
123,0,49771,J.T. Poston,64.79%,898,1386,-0.30
124,0,37378,Min Woo Lee,64.78%,723,1116,-0.30
125,0,47347,Adam Schenk,64.77%,886,1368,-0.28
126,0,28420,Ryan Brehm,64.73%,536,828,-0.24
126,0,36799,Stephan Jaeger,64.73%,804,1242,-0.29
126,0,33448,Justin Thomas,64.73%,734,1134,-0.30
129,0,47504,Sam Burns,64.69%,850,1314,-0.37
130,0,39971,Sungjae Im,64.66%,966,1494,-0.33
131,0,47483,Will Zalatoris,64.61%,721,1116,-0.25
132,0,57362,Austin Eckroat,64.46%,905,1404,-0.29
132,0,33399,Adam Hadwin,64.46%,847,1314,-0.30
134,0,40058,Zac Blair,64.44%,696,1080,-0.28
135,0,29936,Ryan Fox,64.43%,719,1116,-0.29
136,0,40098,Matt Fitzpatrick,64.40%,823,1278,-0.31
137,0,31323,Gary Woodland,64.31%,764,1188,-0.28
138,0,47995,Davis Riley,64.21%,705,1098,-0.30
138,0,48699,Callum Tarren,64.21%,601,936,-0.25
140,0,30927,Brendon Todd,64.05%,1003,1566,-0.30
141,0,34099,Harris English,64.00%,864,1350,-0.30
142,0,23108,Matt Kuchar,63.94%,656,1026,-0.27
142,0,38991,Alejandro Tosti,63.94%,610,954,-0.29
144,0,45157,Cam Davis,63.78%,861,1350,-0.31
145,0,33968,Thorbjørn Olesen,63.77%,551,864,-0.30
146,0,59866,Nick Dunlap,63.76%,723,1134,-0.32
147,0,39977,Max Homa,63.56%,858,1350,-0.29
148,0,28089,Jason Day,63.45%,788,1242,-0.33
149,0,51894,Vince Whaley,63.43%,548,864,-0.29
150,0,57900,Chandler Phillips,63.40%,719,1134,-0.33
151,0,33653,Thomas Detry,63.35%,764,1206,-0.32
152,0,22405,Justin Rose,63.30%,695,1098,-0.29
153,0,25493,Nick Taylor,63.12%,784,1242,-0.27
154,0,27649,Brandt Snedeker,63.11%,568,900,-0.23
155,0,35450,Patrick Cantlay,63.08%,738,1170,-0.32
155,0,32102,Rickie Fowler,63.08%,738,1170,-0.27
155,0,55454,Carl Yuan,63.08%,545,864,-0.26
158,0,46441,Robby Shelton,63.03%,658,1044,-0.29
159,0,37212,Paul Barjon,62.64%,451,720,-0.27
160,0,35506,Mackenzie Hughes,62.38%,932,1494,-0.32
161,0,47993,Denny McCarthy,62.18%,929,1494,-0.32
162,0,34374,Erik Barnes,62.17%,470,756,-0.24
163,0,33408,Tyson Alexander,62.12%,615,990,-0.30
164,0,45522,Christiaan Bezuidenhout,62.06%,849,1368,-0.31
165,0,48119,Ben Taylor,61.96%,513,828,-0.27
166,0,47591,Eric Cole,61.65%,1032,1674,-0.32
167,0,22371,Aaron Baddeley,61.60%,632,1026,-0.30
168,0,34466,Peter Malnati,61.45%,719,1170,-0.27
169,0,50188,S.H. Kim,60.63%,884,1458,-0.35