TOURNAMENT_NAME,ROUND_DATE,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,COURSE_AVERAGE_SCORE,SCORE,TOTAL_SCORE
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Patrick Rodgers,70,7243,68.95,69,276
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Patrick Rodgers,70,7243,68.95,67,276
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Emiliano Grillo,70,7243,68.95,70,276
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Emiliano Grillo,70,7243,68.95,67,276
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Emiliano Grillo,70,7243,68.95,71,276
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Emiliano Grillo,70,7243,68.95,68,276
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Byeong Hun An,70,7243,68.95,69,276
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Byeong Hun An,70,7243,68.95,70,276
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Byeong Hun An,70,7243,68.95,68,276
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Byeong Hun An,70,7243,68.95,69,276
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",J.T. Poston,70,7243,68.95,69,276
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",J.T. Poston,70,7243,68.95,70,276
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",J.T. Poston,70,7243,68.95,67,276
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",J.T. Poston,70,7243,68.95,70,276
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Erik van Rooyen,70,7243,68.95,68,276
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Erik van Rooyen,70,7243,68.95,66,276
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Erik van Rooyen,70,7243,68.95,71,276
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Erik van Rooyen,70,7243,68.95,71,276
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Cam Davis,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Cam Davis,70,7243,68.95,69,277
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Cam Davis,70,7243,68.95,71,277
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Cam Davis,70,7243,68.95,67,277
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Ludvig Åberg,70,7243,68.95,71,277
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Ludvig Åberg,70,7243,68.95,68,277
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Ludvig Åberg,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Ludvig Åberg,70,7243,68.95,68,277
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Sungjae Im,70,7243,68.95,69,277
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Sungjae Im,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Sungjae Im,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Sungjae Im,70,7243,68.95,68,277
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Jhonattan Vegas,70,7243,68.95,69,277
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Jhonattan Vegas,70,7243,68.95,73,277
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Jhonattan Vegas,70,7243,68.95,65,277
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Jhonattan Vegas,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Stephan Jaeger,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Stephan Jaeger,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Stephan Jaeger,70,7243,68.95,67,277
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Stephan Jaeger,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Victor Perez,70,7243,68.95,69,277
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Victor Perez,70,7243,68.95,70,277
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Victor Perez,70,7243,68.95,67,277
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Victor Perez,70,7243,68.95,71,277
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Thomas Detry,70,7243,68.95,74,278
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Thomas Detry,70,7243,68.95,68,278
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Thomas Detry,70,7243,68.95,71,278
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Thomas Detry,70,7243,68.95,65,278
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Tom Hoge,70,7243,68.95,70,278
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Tom Hoge,70,7243,68.95,69,278
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Tom Hoge,70,7243,68.95,73,278
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Tom Hoge,70,7243,68.95,66,278
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Matthieu Pavon,70,7243,68.95,65,278
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Matthieu Pavon,70,7243,68.95,73,278
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Matthieu Pavon,70,7243,68.95,72,278
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Matthieu Pavon,70,7243,68.95,68,278
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Sahith Theegala,70,7243,68.95,70,278
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Sahith Theegala,70,7243,68.95,69,278
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Sahith Theegala,70,7243,68.95,68,278
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Sahith Theegala,70,7243,68.95,71,278
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Si Woo Kim,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Si Woo Kim,70,7243,68.95,74,279
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Si Woo Kim,70,7243,68.95,67,279
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Si Woo Kim,70,7243,68.95,68,279
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Brian Harman,70,7243,68.95,69,279
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Brian Harman,70,7243,68.95,66,279
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Brian Harman,70,7243,68.95,75,279
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Brian Harman,70,7243,68.95,69,279
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Adam Hadwin,70,7243,68.95,71,279
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Adam Hadwin,70,7243,68.95,71,279
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Adam Hadwin,70,7243,68.95,67,279
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Adam Hadwin,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Corey Conners,70,7243,68.95,69,279
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Corey Conners,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Corey Conners,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Corey Conners,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Shane Lowry,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Shane Lowry,70,7243,68.95,68,279
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Shane Lowry,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Shane Lowry,70,7243,68.95,71,279
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Tom Kim,70,7243,68.95,71,279
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Tom Kim,70,7243,68.95,64,279
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Tom Kim,70,7243,68.95,73,279
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Tom Kim,70,7243,68.95,71,279
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Ben Griffin,70,7243,68.95,66,279
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Ben Griffin,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Ben Griffin,70,7243,68.95,71,279
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Ben Griffin,70,7243,68.95,72,279
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Chris Kirk,70,7243,68.95,64,279
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Chris Kirk,70,7243,68.95,70,279
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Chris Kirk,70,7243,68.95,71,279
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Chris Kirk,70,7243,68.95,74,279
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Mackenzie Hughes,70,7243,68.95,70,280
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Mackenzie Hughes,70,7243,68.95,71,280
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Mackenzie Hughes,70,7243,68.95,70,280
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Mackenzie Hughes,70,7243,68.95,69,280
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Keegan Bradley,70,7243,68.95,69,281
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Keegan Bradley,70,7243,68.95,70,281
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Keegan Bradley,70,7243,68.95,74,281
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Keegan Bradley,70,7243,68.95,68,281
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Peter Malnati,70,7243,68.95,67,281
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Peter Malnati,70,7243,68.95,72,281
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Peter Malnati,70,7243,68.95,70,281
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Peter Malnati,70,7243,68.95,72,281
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Cameron Young,70,7243,68.95,68,282
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Cameron Young,70,7243,68.95,73,282
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Cameron Young,70,7243,68.95,74,282
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Cameron Young,70,7243,68.95,67,282
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Mark Hubbard,70,7243,68.95,72,282
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Mark Hubbard,70,7243,68.95,72,282
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Mark Hubbard,70,7243,68.95,68,282
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Mark Hubbard,70,7243,68.95,70,282
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Sepp Straka,70,7243,68.95,71,282
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Sepp Straka,70,7243,68.95,67,282
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Sepp Straka,70,7243,68.95,71,282
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Sepp Straka,70,7243,68.95,73,282
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Harris English,70,7243,68.95,68,282
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Harris English,70,7243,68.95,68,282
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Harris English,70,7243,68.95,70,282
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Harris English,70,7243,68.95,76,282
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Nick Taylor,70,7243,68.95,68,283
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Nick Taylor,70,7243,68.95,68,283
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Nick Taylor,70,7243,68.95,70,283
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Nick Taylor,70,7243,68.95,77,283
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Taylor Moore,70,7243,68.95,71,284
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Taylor Moore,70,7243,68.95,70,284
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Taylor Moore,70,7243,68.95,72,284
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Taylor Moore,70,7243,68.95,71,284
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Jake Knapp,70,7243,68.95,70,286
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Jake Knapp,70,7243,68.95,75,286
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Jake Knapp,70,7243,68.95,71,286
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Jake Knapp,70,7243,68.95,70,286
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Jordan Spieth,70,7243,68.95,68,289
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Jordan Spieth,70,7243,68.95,75,289
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Jordan Spieth,70,7243,68.95,74,289
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Jordan Spieth,70,7243,68.95,72,289
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Rory McIlroy,70,7243,68.95,68,289
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Rory McIlroy,70,7243,68.95,73,289
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Rory McIlroy,70,7243,68.95,74,289
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Rory McIlroy,70,7243,68.95,74,289
2024 FedEx St. Jude Championship,2024-08-15,86.0,81.5,0.031,6.5,155,TPC Southwind,"Memphis, TN",Max Homa,70,7243,68.95,69,291
2024 FedEx St. Jude Championship,2024-08-16,86.0,85.9,0.0,10.4,203,TPC Southwind,"Memphis, TN",Max Homa,70,7243,68.95,78,291
2024 FedEx St. Jude Championship,2024-08-17,86.0,83.4,0.354,10.0,264,TPC Southwind,"Memphis, TN",Max Homa,70,7243,68.95,74,291
2024 FedEx St. Jude Championship,2024-08-18,86.0,83.4,0.0,10.4,313,TPC Southwind,"Memphis, TN",Max Homa,70,7243,68.95,70,291
